Date,Average Dew Point (F),Average Temperature (F),Average Relative Humidity (%),Average Daily Wind Speed (mph),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2023-02-20,63,72,77,12.3,85,59,0.00
2023-02-21,62,74,77,14.8,83,64,0.00
2023-02-22,64,79,67,12.8,87,70,0.0
2023-02-23,59,71,65,10.7,82,60,0.00
2023-02-24,48,63,60,9.4,70,57,0.00
2023-02-25,49,64,71,6.7,75,53,0.00
2023-02-26,61,72,71,13.0,83,61,0.0
2023-02-27,40,69,39,8.1,81,56,0.0
2023-02-28,58,68,69,7.2,85,51,0.0
2023-03-01,67,76,76,11.6,83,70,0.00
2023-03-02,68,70,83,13.9,81,59,0.44
2023-03-03,43,60,55,11.2,70,50,0.09
2023-03-04,46,62,57,4.9,79,44,0.00
2023-03-05,52,67,65,7.4,80,53,0.00
2023-03-06,61,70,76,5.6,83,57,0.00
2023-03-07,67,73,79,6.9,82,64,0.00
2023-03-08,64,76,71,6.3,85,67,0.00
2023-03-09,64,76,72,7.6,85,67,0.00
2023-03-10,58,65,80,8.1,71,59,0.00
2023-03-11,63,74,72,13.2,87,60,0.00
2023-03-12,57,65,73,12.3,72,58,0.00
2023-03-13,41,60,50,10.7,69,50,0.00
2023-03-14,38,59,48,9.2,68,50,0.00
2023-03-15,44,62,55,11.4,75,48,0.00
2023-03-16,62,63,84,15.0,75,52,0.65
2023-03-17,34,51,55,15.9,59,43,0.08
2023-03-18,30,51,44,8.5,56,45,0.00
2023-03-19,25,49,41,5.8,59,38,0.00
2023-03-20,33,47,54,9.2,58,36,0.00
2023-03-21,58,62,85,12.3,71,52,0.05
2023-03-22,65,76,77,13.6,83,68,0.0
2023-03-23,68,78,74,16.8,85,72,0.00
2023-03-24,62,71,67,10.3,84,58,0.0
2023-03-25,42,65,46,3.8,82,49,0.00
2023-03-26,55,63,74,3.4,74,52,0.0
2023-03-27,56,69,67,7.6,81,58,0.00
2023-03-28,41,67,42,14.5,75,59,0.0
2023-03-29,46,63,54,7.8,71,55,0.0
2023-03-30,62,70,77,13.2,78,61,0.0
2023-03-31,66,78,71,13.0,88,68,0.06
2023-04-01,50,69,53,5.4,83,55,0.00
2023-04-02,62,73,67,9.6,84,62,0.04
2023-04-03,68,80,75,12.1,89,71,0.00
2023-04-04,70,81,75,18.3,87,74,0.0
2023-04-05,57,68,68,12.8,78,57,0.10
2023-04-06,52,56,90,12.8,58,53,3.02
2023-04-07,51,54,91,11.4,56,51,0.93
2023-04-08,55,60,85,6.0,66,54,0.00
2023-04-09,58,65,76,4.7,72,57,0.00
2023-04-10,57,65,76,5.1,71,58,0.00
2023-04-11,52,67,64,5.8,78,55,0.00
2023-04-12,54,68,66,4.5,81,55,0.00
2023-04-13,53,67,63,4.5,80,54,0.00
2023-04-14,63,68,80,11.0,77,59,0.00
2023-04-15,61,77,61,11.2,89,65,0.0
2023-04-16,41,65,43,10.3,75,54,0.00
2023-04-17,43,64,47,6.7,79,49,0.00
2023-04-18,58,71,68,10.7,82,60,0.13
2023-04-19,64,76,72,12.8,85,66,0.00
2023-04-20,68,74,84,11.9,84,65,1.64
2023-04-21,62,72,76,8.5,79,64,0.09
2023-04-22,51,68,54,8.5,80,56,0.00
2023-04-23,50,62,69,14.1,68,56,0.0
2023-04-24,50,63,66,8.7,73,53,0.00
2023-04-25,58,69,71,8.5,77,61,0.0
2023-04-26,66,75,78,11.4,85,65,0.90
2023-04-27,59,70,73,6.7,77,63,1.29
2023-04-28,59,71,73,11.0,85,58,0.79
2023-04-29,49,63,63,12.5,73,53,0.01
2023-04-30,50,69,51,6.9,87,50,0.00
2023-05-01,52,71,50,6.7,83,59,0.00
2023-05-02,63,74,71,4.5,82,65,0.00
2023-05-03,63,76,65,4.9,86,66,0.00
2023-05-04,67,74,78,7.6,84,65,0.00
2023-05-05,71,81,72,10.3,93,69,0.13
2023-05-06,70,79,72,11.6,92,66,0.01
2023-05-07,68,80,74,10.3,86,74,0.0
2023-05-08,70,78,81,8.9,89,67,0.04
2023-05-09,67,72,84,4.7,77,67,0.08
2023-05-10,68,73,87,7.4,77,69,0.41
2023-05-11,72,80,79,9.6,89,70,0.0
2023-05-12,73,83,75,11.0,91,75,0.00
2023-05-13,69,74,85,6.7,79,68,0.74
2023-05-14,68,76,81,5.8,83,69,1.54
2023-05-15,70,79,83,4.5,88,69,0.07
2023-05-16,68,76,78,5.1,84,68,0.00
2023-05-17,64,78,66,3.8,88,67,0.00
2023-05-18,65,80,62,3.6,91,68,0.00
2023-05-19,67,81,64,6.5,93,70,0.00
2023-05-20,67,79,73,9.4,86,71,0.06
2023-05-21,64,74,73,5.6,79,68,0.0
2023-05-22,62,77,61,3.6,87,67,0.00
2023-05-23,66,80,68,4.9,89,70,0.00
2023-05-24,65,78,67,6.7,87,69,0.23
2023-05-25,64,78,64,6.5,87,69,0.00
2023-05-26,60,81,52,6.5,91,71,0.00
2023-05-27,62,78,58,4.0,90,67,0.00
2023-05-28,64,80,60,4.9,90,69,0.00
2023-05-29,66,80,67,4.0,88,71,0.0
2023-05-30,66,80,67,3.8,90,69,0.36
2023-05-31,66,81,62,5.1,92,70,0.00
2023-06-01,67,81,63,5.8,91,71,0.00
2023-06-02,67,83,61,4.9,93,72,0.00
2023-06-03,65,80,58,6.5,94,67,0.26
2023-06-04,66,77,71,5.8,86,68,0.81
2023-06-05,67,78,76,3.8,86,70,0.0
2023-06-06,66,80,66,3.8,90,69,0.00
2023-06-07,66,81,61,2.5,91,71,0.00
2023-06-08,68,81,76,4.5,92,71,0.31
2023-06-09,70,83,65,4.9,95,70,0.00
2023-06-10,72,83,69,11.9,95,70,0.49
2023-06-11,71,83,67,8.3,95,70,0.0
2023-06-12,73,85,70,8.1,94,76,0.00
2023-06-13,73,86,68,11.4,95,77,0.00
2023-06-14,75,87,69,10.1,95,79,0.00
2023-06-15,77,90,70,10.3,98,83,0.00
2023-06-16,76,90,66,10.5,99,82,0.00
2023-06-17,77,88,70,8.1,95,81,0.00
2023-06-18,75,90,65,11.2,101,80,0.00
2023-06-19,76,92,65,10.7,101,82,0.00
2023-06-20,76,92,65,10.5,101,82,0.00
2023-06-21,75,88,67,8.7,97,79,0.00
2023-06-22,73,85,66,6.5,95,76,0.0
2023-06-23,75,90,65,9.4,98,81,0.00
2023-06-24,74,89,64,10.7,99,78,0.00
2023-06-25,75,90,64,11.6,99,82,0.00
2023-06-26,74,89,63,11.2,100,78,0.00
2023-06-27,73,90,61,9.2,101,79,0.00
2023-06-28,73,90,61,9.4,99,80,0.00
2023-06-29,73,90,61,8.9,99,81,0.00
2023-06-30,71,88,60,8.7,99,77,0.00
2023-07-01,71,90,59,6.5,101,78,0.00
2023-07-02,71,89,58,6.5,96,81,0.00
2023-07-03,72,89,62,6.0,98,79,0.00
2023-07-04,74,88,68,7.8,96,79,0.00
2023-07-05,73,87,67,8.5,95,79,0.0
2023-07-06,74,84,77,7.6,91,77,0.64
2023-07-07,72,85,68,8.5,94,75,0.01
2023-07-08,74,88,66,8.3,99,77,0.00
2023-07-09,73,91,60,9.6,100,82,0.00
2023-07-10,74,91,61,8.1,101,81,0.00
2023-07-11,74,92,60,10.7,101,82,0.00
2023-07-12,74,92,59,13.2,103,82,0.00
2023-07-13,74,92,59,12.3,104,81,0.00
2023-07-14,73,92,58,11.9,103,81,0.00
2023-07-15,72,92,56,7.8,103,82,0.00
2023-07-16,71,92,56,6.7,102,81,0.00
2023-07-17,70,92,54,8.9,103,80,0.00
2023-07-18,71,92,55,10.1,104,80,0.00
2023-07-19,71,92,55,9.6,103,80,0.00
2023-07-20,71,92,55,8.5,102,82,0.00
2023-07-21,69,90,53,6.5,102,79,0.00
2023-07-22,70,92,50,7.6,104,79,0.00
2023-07-23,69,93,50,5.6,104,82,0.00
2023-07-24,69,90,54,6.3,103,77,0.00
2023-07-25,70,90,55,8.3,102,78,0.00
2023-07-26,69,90,54,7.4,102,78,0.00
2023-07-27,69,91,54,8.1,102,80,0.00
2023-07-28,68,89,53,6.7,101,77,0.00
2023-07-29,68,89,53,6.0,101,77,0.00
2023-07-30,69,91,51,4.0,104,78,0.00
2023-07-31,69,92,48,4.5,106,78,0.00
2023-08-01,69,93,47,6.0,106,80,0.00
2023-08-02,67,92,46,7.4,106,79,0.00
2023-08-03,71,92,54,7.4,105,79,0.00
2023-08-04,71,93,53,9.4,105,80,0.00
2023-08-05,71,94,52,8.9,105,82,0.00
2023-08-06,71,94,52,10.1,105,83,0.00
2023-08-07,72,95,52,12.1,106,84,0.00
2023-08-08,72,94,54,10.5,106,82,0.00
2023-08-09,73,95,55,15.0,107,83,0.00
2023-08-10,72,95,53,13.4,107,83,0.00
2023-08-11,72,96,53,12.8,108,83,0.00
2023-08-12,74,95,56,11.9,107,82,0.00
2023-08-13,72,94,54,10.3,107,81,0.00
2023-08-14,71,95,52,6.0,107,82,0.00
2023-08-15,60,93,35,9.6,104,82,0.00
2023-08-16,53,90,31,5.4,104,75,0.00
2023-08-17,65,92,45,6.5,109,75,0.00
2023-08-18,66,93,46,8.1,107,78,0.00
2023-08-19,68,94,49,7.2,107,80,0.00
2023-08-20,66,96,40,6.5,112,81,0.00
2023-08-21,67,95,42,8.1,107,83,0.00
2023-08-22,71,95,51,11.0,105,84,0.00
2023-08-23,68,94,48,4.9,106,81,0.00
2023-08-24,68,96,43,3.8,111,81,0.02
2023-08-25,67,96,41,8.3,109,83,0.00
2023-08-26,66,94,45,5.1,108,79,0.00
2023-08-27,67,94,52,7.6,112,77,0.04
2023-08-28,70,87,59,6.9,99,76,0.00
2023-08-29,64,91,43,10.1,101,81,0.00
2023-08-30,57,89,34,6.5,103,74,0.00
2023-08-31,58,90,36,6.3,102,77,0.00
2023-09-01,59,90,38,4.5,103,77,0.00
2023-09-02,60,90,39,3.6,104,76,0.00
2023-09-03,66,90,50,6.7,103,77,0.00
2023-09-04,72,92,57,10.7,103,81,0.00
2023-09-05,72,94,54,11.2,105,83,0.00
2023-09-06,72,93,54,4.9,105,81,0.00
2023-09-07,69,94,49,5.8,108,81,0.00
2023-09-08,68,95,47,7.4,109,80,0.00
2023-09-09,66,90,48,7.8,103,78,0.03
2023-09-10,57,90,36,7.8,101,78,0.00
2023-09-11,56,84,39,4.3,98,69,0.00
2023-09-12,63,88,46,5.6,99,77,0.00
2023-09-13,69,83,69,6.9,88,78,0.01
2023-09-14,72,84,77,7.2,92,76,0.14
2023-09-15,72,82,77,6.9,90,74,0.67
2023-09-16,71,83,74,4.7,91,75,0.0
2023-09-17,65,85,54,5.8,97,73,0.00
2023-09-18,58,84,42,5.1,98,69,0.00
2023-09-19,61,84,48,6.3,97,71,0.00
2023-09-20,66,86,55,8.3,98,73,0.00
2023-09-21,70,89,57,8.1,101,76,0.00
2023-09-22,71,89,60,8.3,101,77,0.00
2023-09-23,73,90,60,10.5,102,79,0.00
2023-09-24,74,92,61,11.9,102,81,0.0
2023-09-25,72,86,68,6.7,97,75,0.0
2023-09-26,69,87,59,4.5,99,74,0.0
2023-09-27,68,88,56,2.9,100,75,0.00
2023-09-28,67,86,55,4.0,98,74,0.00
2023-09-29,66,87,54,4.9,98,75,0.00
2023-09-30,63,88,49,6.7,100,75,0.00
2023-10-01,60,85,45,7.4,98,72,0.00
2023-10-02,60,85,46,6.5,97,74,0.00
2023-10-03,70,82,74,9.2,91,73,0.04
2023-10-04,74,88,72,10.1,97,78,0.0
2023-10-05,68,76,78,7.8,83,70,2.19
2023-10-06,61,81,55,8.9,93,69,0.00
2023-10-07,47,71,42,11.6,80,62,0.00
2023-10-08,43,70,41,4.3,82,58,0.00
2023-10-09,51,72,49,5.6,87,58,0.00
2023-10-10,61,73,69,5.6,79,67,0.0
2023-10-11,61,70,76,6.5,75,65,0.09
2023-10-12,63,74,73,8.9,84,63,0.00
2023-10-13,62,81,61,7.8,92,69,0.00
2023-10-14,43,69,39,10.5,79,58,0.00
2023-10-15,43,65,48,12.5,76,53,0.00
2023-10-16,40,62,48,9.6,74,50,0.00
2023-10-17,41,62,49,2.9,77,47,0.00
2023-10-18,52,69,58,8.7,85,54,0.00
2023-10-19,56,75,58,5.1,89,61,0.00
2023-10-20,48,76,43,4.0,97,55,0.00
2023-10-21,53,76,47,2.5,94,57,0.00
2023-10-22,66,81,67,8.1,92,70,0.01
2023-10-23,68,83,68,11.2,91,75,0.00
2023-10-24,68,82,67,14.3,90,74,0.00
2023-10-25,71,80,74,12.5,87,73,0.07
2023-10-26,72,82,82,8.5,89,75,0.74
2023-10-27,74,81,85,6.3,86,76,0.07
2023-10-28,72,84,72,11.4,90,78,0.0
2023-10-29,59,64,82,12.5,80,48,0.20
2023-10-30,40,48,73,15.4,51,44,0.31
2023-10-31,31,54,44,11.2,64,43,0.0
2023-11-01,30,53,46,5.6,64,41,0.00
2023-11-02,33,54,48,2.5,69,39,0.00
2023-11-03,47,64,56,5.8,77,51,0.00
2023-11-04,58,70,69,5.1,83,57,0.00
2023-11-05,61,74,72,4.9,84,63,0.00
2023-11-06,63,74,69,8.5,83,66,0.00
2023-11-07,64,78,67,10.1,89,66,0.00
2023-11-08,66,80,70,10.1,88,71,0.00
2023-11-09,65,71,81,6.9,81,60,0.24
2023-11-10,54,59,84,11.6,60,57,0.13
2023-11-11,53,59,81,8.1,62,56,0.00
2023-11-12,54,63,73,7.8,67,59,0.16
2023-11-13,54,63,73,9.8,68,58,0.19
2023-11-14,53,65,66,5.4,72,58,0.00
2023-11-15,50,65,62,5.1,78,52,0.00
2023-11-16,55,61,83,4.0,65,57,0.0
2023-11-17,56,65,79,6.9,74,55,0.00
2023-11-18,56,65,77,5.8,74,56,0.00
2023-11-19,58,63,82,7.6,72,53,0.0
2023-11-20,61,71,77,8.7,80,61,0.06
2023-11-21,42,54,61,13.0,61,47,0.00
2023-11-22,32,50,54,5.1,62,37,0.00
2023-11-23,41,47,77,3.6,56,37,0.0
2023-11-24,41,54,66,5.4,67,42,0.00
2023-11-25,44,54,69,5.8,63,45,0.00
2023-11-26,37,48,63,12.1,55,41,0.0
2023-11-27,29,47,50,7.6,58,36,0.00
2023-11-28,31,54,45,4.7,63,45,0.00
2023-11-29,40,53,60,5.1,65,40,0.00
2023-11-30,62,64,93,10.5,69,59,0.16
2023-12-01,,61,,6.7,69,53,0.00
2023-12-02,,58,,6.0,68,49,0.00
2023-12-03,,57,,5.8,71,43,0.00
2023-12-04,,58,,5.1,70,46,0.00
2023-12-05,,56,,2.0,73,38,0.00
2023-12-06,,56,,3.8,68,45,0.00
2023-12-07,,57,,11.4,71,43,0.00
2023-12-08,,72,,13.9,79,64,0.00
2023-12-09,,66,,13.2,80,52,0.00
2023-12-10,,47,,9.2,58,35,0.00
2023-12-11,,48,,5.4,65,31,0.00
2023-12-12,,56,,8.1,69,43,0.00
2023-12-13,,56,,8.3,63,50,0.0
2023-12-14,,61,,8.9,71,50,0.00
2023-12-15,,63,,6.7,69,56,0.12
2023-12-16,,54,,9.6,63,44,0.00
2023-12-17,,52,,2.7,69,35,0.00
2023-12-18,,56,,6.9,71,40,0.00
2023-12-19,,54,,8.5,67,42,0.00
2023-12-20,,62,,10.1,73,51,0.0
2023-12-21,,62,,7.2,66,58,0.01
2023-12-22,,62,,3.4,67,57,0.02
2023-12-23,,67,,7.6,72,61,0.64
2023-12-24,,60,,7.4,67,54,1.14
2023-12-25,,47,,9.8,54,40,0.00
2023-12-26,,47,,5.8,58,35,0.00
2023-12-27,,48,,6.9,60,36,0.00
2023-12-28,,47,,6.7,57,36,0.00
2023-12-29,,45,,6.7,57,33,0.00
2023-12-30,,48,,2.7,66,30,0.00
2023-12-31,44,56,66,6.0,72,39,0.00
